,Customer ID,Cust Since,City,Zip
546,CARRD,2010-06-10,OVERLAND PARK,66213
547,CARS,1999-10-06,OVERLAND PARK,66213
548,CARSL,2016-11-08,ROELAND PARK,66205
549,CART,2001-03-29,LENEXA,66220
550,CARTE,2010-11-10,MISSION,66202
551,CARTJ,2005-02-16,OVERLAND PARK,66212
552,CARTL,2003-04-04,OVERLAND PARK,66221
553,CARTM,2005-04-21,OVERLAND PARK,66213
554,CARWJ,2009-07-30,OVERLAND PARK,66214
555,CASA,2011-02-16,OVERLAND PARK,66212
556,CASEJ,2004-05-04,OVERLAND PARK,66213
557,CASET,2010-09-02,LEAWOOD,66209
558,CASH,2007-04-19,KANSAS CITY,64112
559,CASHC,2013-07-12,LEAWOOD,66206
560,CASHD,2020-10-27,Leawood,66206
561,CASHE,2010-02-04,KANSAS CITY,64108
562,CASS,2005-05-20,LEAWOOD,66224
563,CASSI,2010-12-13,KANSAS CITY,64108
564,CAST,2010-08-20,LEAWOOD,66209
565,CASTE,2004-07-02,OVERLAND PARK,66221
566,CASTK,2005-04-02,OVERLAND PARK,66213
567,CATE,2006-07-12,LENEXA,66220
568,CATEN,2015-08-11,LEAWOOD,66206
569,CATES,2008-07-17,LENEXA,66227
570,CATHE,2014-03-21,KANSAS CITY,66102
571,CATHM,2004-10-27,OLATHE,66062
572,CATTS,2005-07-05,SHAWNEE,66216
573,CAWM,2003-06-04,LEE'S SUMMIT,64063
574,CAZA,2007-03-01,OVERLAND PARK,66223
575,CB,2006-06-21,TOPEKA,66603
576,CBR,2007-06-26,TOPEKA,66603
577,CBRE,2010-12-09,WARREN,48090
578,CDHA,2001-05-31,OVERLAND PARK,66207
579,CEDA,2015-02-19,OLATHE,66051
580,CHAFB,2003-03-26,OVERLAND PARK,66207
581,CHAFF,2005-06-03,OVERLAND PARK,66214
582,CHAIS,2019-09-04,OVERLAND PARK,66213
583,CHAM,2005-06-08,OVERLAND PARK,66206
584,CHAMD,2005-07-27,KANSAS CITY,64114
585,CHAMO,2011-04-14,LEES SUMMIT,64082
586,CHANB,2005-09-23,OVERLAND PARK,66221
587,CHAPB,2016-11-08,OVERLAND PARK,66213
588,CHAPIN,2007-01-08,LENEXA,66215
589,CHAPING,2007-05-29,OVERLAND PARK,66212
590,CHAPL,2010-05-11,LEAWOOD,66209
591,CHAPP,2004-08-26,OVERLAND PARK,66213
592,CHAPR,2004-05-18,LENEXA,66216
593,CHAR,2006-07-31,LENEXA,66220
594,CHART,2012-11-27,LENEXA,66215
595,CHASC,2005-10-14,OVERLAND PARK,66224
596,CHASL,2015-04-21,OLATHE,66062
597,CHAT,2019-07-15,RAYMORE,64083
598,CHAUT,2004-04-07,OLATHE,66062
599,CHEEM,2005-11-23,OVERLAND PARK,66213
600,CHENJ,2003-10-08,OVERLAND PARK,66213
601,CHERN,2005-05-06,LENEXA,66215
602,CHEU,2002-01-22,PRAIRIE VILLAGE,66207
603,CHIC,2000-03-10,LAKE LOTAWANA,64086
604,CHIR,2011-10-05,LEAWOOD,66209
605,CHMY,2008-11-04,OLATHE,66062
606,CHOQ,2012-10-19,OVERLAND PARK,66221
607,CHRISH,2003-06-23,OVERLAND PARK,66223
608,CHRISJ,2014-09-29,SHAWNEE,66226
609,CHRIST,2014-01-03,OVERLAND PARK,66210
610,CHRZ,2006-07-12,OLATHE,66061
611,CILL,2014-08-25,OVERLAND PARK,66212
612,CIND,2011-09-26,OVERLAND PARK,66214
613,CINDAUG,2020-01-30,Kansas City,64108
614,CINQ,2016-11-08,OVERLAND PARK,66221
615,CION,2007-05-24,LEAWOOD,66209
616,CISTEJ,2005-07-20,OVERLAND PARK,66221
617,CITY,2007-06-05,OVERLAND PARK,66213
618,CITYVIEW,2008-09-18,NORTH KANSAS CITY,64116
619,CLAD,2001-07-04,MISSION,66202
620,CLAJ,2008-05-14,OLATHE,66061-6516
621,CLAK,2009-10-12,OVERLAND PARK,66223
622,CLAN,2010-07-29,OVERLAND PARK,66207
623,CLANCEY,2010-09-15,OVERLAND PARK,66214
624,CLANP,2011-06-27,OVERLAND PARK,66224
625,CLARB,2005-09-19,MISSION HILLS,66208
626,CLARD,2004-03-12,OVERLAND PARK,66213
627,CLARJ,2004-05-11,MISSION HILLS,66208
628,CLARK,2004-07-21,OLATHE,66061
629,CLARKC,2012-03-07,PRAIRIE VILLAGE,66208
630,CLARKD,2016-11-09,SHAWNEE,66216
631,CLARKJ,2005-05-31,PRAIRIE VILLAGE,66207
632,CLARKJU,2014-05-15,LEAWOOD,66209
633,CLARKK,2020-08-10,Overland Park,66221
634,CLARKS,2011-11-29,KANSAS CITY,64120
635,CLARL,2002-12-10,PRAIRIE VILLAGE,66208
636,CLARV,2008-07-01,OLATHE,66061
637,CLASS,2008-12-16,KANSAS CITY,64111
638,CLAV,1998-01-10,PRAIRIE VILLAGE,66207
639,CLAX,2007-06-07,OVERLAND PARK,66214
640,CLAY,2005-08-09,LENEXA,66219
641,CLAYB,2011-09-20,OVERLAND PARK,66207
642,CLAYT,2008-06-30,KANSAS CITY,64113
643,CLEM,2012-03-20,OVERLAND PARK,66212
644,CLOK,2005-04-14,LENEXA,66216
645,CLUNB,2003-03-25,LEAWOOD,66206
646,CLUND,2014-04-03,OVERLAND PARK,66221
647,CLUNV,2018-02-23,PRAIRIE VILLAGE,66207
648,CLYM,2018-06-25,LEAWOOD,66208
649,COATE,2020-04-29,Olathe,66062
650,COCHS,2003-11-14,OVERLAND PARK,66221
651,COCJ,2020-03-06,OVERLAND PARK,66213
652,COF,2011-03-18,OTTAWA,66067
653,COHEC,2003-04-16,MISSION HILLS,66208
654,COHEN,2006-12-13,KANSAS CITY,64112
655,COKJ,2005-05-19,SHAWNEE,66218
656,COLD,1998-01-10,LENEXA,66220
657,COLDW,2007-11-12,SHAWNEE,66203
658,COLE,2006-10-17,MISSION,66202
659,COLEB,2003-04-15,LENEXA,66215
660,COLEC,2006-04-20,LENEXA,66219
661,COLED,2008-11-10,PRAIRIE VILLAGE,66207
662,COLEE,2009-11-30,OVERLAND PARK,66223
663,COLER,2003-05-09,OVERLAND PARK,66213
664,COLERE,2012-12-28,IRVINE,92602
665,COLLB,2004-05-25,OLATHE,66061
666,COLLC,2007-03-21,SHAWNEE,66226
667,COLLD,2001-11-28,LEE'S SUMMIT,64064
668,COLLI,2005-05-10,OVERLAND PARK,66221
669,COLLIE,2012-12-28,KANSAS CITY,64111
670,COLLR,2003-06-03,KANSAS CITY,66109
671,COLLS,2019-04-02,OVERLAND PARK,66210
672,COLO,2009-12-14,KANSAS CITY,64114
673,COME,2009-04-27,OVERLAND PARK,66209
674,COMET,2016-11-09,LEAWOOD,66224
675,COMPD,2007-12-05,LENEXA,66219
676,COMPR,2004-11-15,SPRING HILL,66083
677,CONA,2001-11-21,OVERLAND PARK,66207
678,COND,2015-06-08,OLATHE,66062
679,CONL,2008-03-26,SHAWNEE,66226
680,CONLB,2013-04-24,LENEXA,66220
681,CONN,2008-11-10,LEAWOOD,66206
682,CONNB,2003-06-04,OVERLAND PARK,66212
683,CONNK,2009-05-05,OVERLAND PARK,66221
684,CONR,2000-08-07,LEE'S SUMMIT,64064
685,CONS,2006-08-08,PRAIRIE VILLAGE,66208
686,CONSTP,2004-11-15,OVERLAND PARK,66210
687,COOC,2004-10-26,OVERLAND PARK,66207
688,COOD,2003-01-13,SHAWNEE,66216
689,COOK,2005-11-18,LEAWOOD,66208
690,COOKA,2007-08-02,LENEXA,66215-2742
691,COOKC,2003-05-12,OVERLAND PARK,66213
692,COOKCC,2005-04-29,OVERLAND PARK,66221
693,COOKD,2019-10-22,OVERLAND PARK,66213
694,COOKE,2010-06-11,SHAWNEE,66216
695,COOL,2004-11-26,INDEPENDENCE,64055
696,COOM,2005-10-06,OVERLAND PARK,66213
697,COON,2018-06-19,OVERLAND PARK,66210
698,COOPA,2013-04-16,MISSION HILLS,66208
699,COOPB,2003-10-01,LENEXA,66216
700,COOPR,2004-03-22,KANSAS CITY,64113
701,COOPS,2003-04-15,LEAWOOD,66224
702,COOR,2004-08-30,SHAWNEE,66216
703,COOS,2011-06-06,OVERLAND PARK,66207
704,COOV,2007-05-30,SHAWNEE,66216
705,COPA,2009-12-16,OVERLAND PARK,66211
706,COPU,2013-10-30,STILWELL,66085
707,CORB,2007-08-06,SHAWNEE,66226
708,CORC,2006-11-14,LAKE WINABEGO,64034
709,CORD,2019-05-08,OVERLAND PARK,66224
710,CORG,2016-11-09,OVERLAND PARK,66062
711,CORLS,2003-03-20,BUCYRUS,66013
712,CORN,2018-08-24,LENEXA,66219
713,CORNM,2003-06-09,OLATHE,66061
714,CORP,2003-05-13,,
715,COSM,2009-06-11,OLATHE,66061
716,COSTP,2003-06-02,OVERLAND PARK,66210
717,COTM,2017-11-16,OVERLAND PARK,66210
718,COTTS,2004-07-07,OVERLAND PARK,66221
719,COTTW,2003-09-29,OVERLAND PARK,66213
720,COUGAR,2005-09-06,OVERLAND PARK,66213
721,COUL,2007-07-23,OVERLAND PARK,66221
722,COUN,2006-09-27,MISSION,66202
723,COUP,2006-07-26,SHAWNEE,66216
724,COVEN,2006-05-24,OVERLAND PARK,66212
725,COVG,2006-04-28,OVERLAND PARK,66221
726,COXB,2007-04-27,OVERLAND PARK,66207
727,COXK,1998-10-27,OVERLAND PARK,66207
728,COZ,2006-11-14,LEE'S SUMMIT,64064
729,CPFI,2010-11-15,KANSAS CITY,64108
730,CRAB,2009-11-09,OVERLAND PARK,66221
731,CRAG,2018-07-16,LEAWOOD,66224
732,CRAID,2004-10-05,MISSION HILLS,66208
733,CRAIH,2010-10-14,KANSAS CITY,64137
734,CRAIN,2005-07-14,SHAWNEE,66217
735,CRAJ,1998-01-10,EDGERTON,66021
736,CRAMP,2009-03-10,MISSION HILLS,66208
737,CRAND,2003-09-08,OVERLAND PARK,66212
738,CRAV,2015-06-11,OVERLAND PARK,66223
739,CRAVD,2016-11-09,LEAWOOD,66208
740,CRAWD,2013-04-23,OVERLAND PARK,66210
741,CRAWG,2005-04-13,KANSAS CITY,64113
742,CRAWJ,2009-07-30,OVERLAND PARK,66214
743,CRIL,2004-10-19,OVERLAND PARK,66223
744,CRIM,2012-05-01,WEATHERBY LAKE,64152
745,CRIPP,2005-04-21,GLADSTONE,64119
746,CROFM,2005-09-13,OLATHE,66062
747,CROM,2007-03-23,OVERLAND PARK,66213
748,CROO,2017-03-13,OVERLAND PARK,66085
749,CROSS,2006-12-07,KANSAS CITY,64106
750,CROU,2005-10-03,OVERLAND PARK,66221
751,CROWE,2017-10-09,OVERLAND PARK,66213
752,CROWJ,2013-11-04,OLATHE,66061
753,CROWL,2009-12-11,SHAWNEE,66218
754,CROWN,2006-06-07,LENEXA,66219
755,CROWNG,2007-09-07,SHAWNEE,66286-0604
756,CRUT,2019-07-25,LENEXA,66219
757,CUFFN,2003-06-12,LENEXA,66219
758,CULL,2013-06-17,OVERLAND PARK,66221
759,CULOP,2005-03-30,OVERLAND PARK,66221
760,CULP,2003-07-30,OLATHE,66061
761,CUMLL,2003-09-17,OVERLAND PARK,66214
762,CUMM,2017-09-18,OVERLAND PARK,66214
763,CUMR,1999-05-17,OVERLAND PARK,66221
764,CUNM,2005-03-23,SHAWNEE,66216
765,CUNNE,2003-04-15,LEAWOOD,66206
766,CUNNG,2004-04-21,BLOOMFIELD,48302-0131
767,CUNNG2,2009-07-16,BLOOMFIELD HILLS,48302
768,CUNNR,2004-05-21,OVERLAND PARK,66213
769,CURE,2011-08-17,LEAWOOD,66206
770,CURR,2014-01-13,KANSAS CITY,64118
771,CURRB,2004-05-04,FAIRWAY,66205
772,CURRY,2014-03-19,OVERLAND PARK,66213
773,CURS,2001-09-04,LENEXA,66219
774,CURT,2007-11-29,SHAWNEE,66226
775,CUSH-EPA,2016-11-28,OVERLAND PARK,66212
776,CUSHC,2003-06-17,OVERLAND PARK,66221
777,CUSHJ,2013-09-04,SHAWNEE,66216
778,CYPR,2011-01-18,OLATHE,66061
779,CYRIER,2006-05-31,SHAWNEE,66217
780,CZINM,2005-03-25,OVERLAND PARK,66209
781,CZYZ,2012-06-25,OVERLAND PARK,66221
782,DACK,2016-11-09,LEAWOOD,66206
783,DAHN,2006-03-13,SHAWNEE,66218
784,DAILEY,2004-07-02,OVERLAND PARK,66221
785,DAILR,2003-04-08,OVERLAND PARK,66221
786,DALD,2005-05-12,OVERLAND PARK,66224
787,DAM,2006-06-15,SHAWNEE,66218
788,DANA,2009-05-14,OVERLAND PARK,
789,DAND,1998-01-10,OVERLAND PARK,66210
790,DANDJ,2011-09-12,OLATHE,66062
791,DANE,2005-04-08,LENEXA,66215
792,DANIELS,2007-12-10,STILLWELL,66085
793,DANIG,2003-06-04,KANSAS CITY,64145
794,DANP,2004-04-02,LENEXA,66219
795,DARN,1998-12-01,OVERLAND PARK,66213
796,DARR,2009-04-09,LEAWOOD,66206
797,DART,2006-08-01,OVERLAND PARK,66213
798,DASH,2007-11-16,KANSAS CITY,64155
799,DAST,2006-10-20,KANSAS CITY,64102
800,DAUF,2019-03-05,SHAWNEE,66218
801,DAUT,2006-07-19,LENEXA,66227
802,DAVC,2015-07-20,LENEXA,66215
803,DAVD,1999-07-26,Prairie Village,66208
804,DAVF,2005-05-12,OVERLAND PARK,66224
805,DAVI,2011-10-07,SHAWNEE,66226
806,DAVIDC,2003-11-17,OVERLAND PARK,66221
807,DAVIDS,2011-06-29,KANSAS CITY,64131
808,DAVIJ,2003-07-15,OVERLAND PARK,66221
809,DAVIK,2014-03-21,OVERLAND PARK,66210
810,DAVIN,2015-04-29,OVERLAND PARK,66207
811,DAVIP,2003-04-17,OVERLAND PARK,66212
812,DAVIR,2004-11-29,LENEXA,66218
813,DAVIS,2005-09-27,OVERLAND PARK,66204
814,DAVISB,2009-05-07,PRAIRIE VILLAGE,66207
815,DAVISE,2013-11-06,MISSION,66202
816,DAVISJ,2015-02-27,ROELAND PARK,66205
817,DAVISP,2007-07-09,OVERLAND PARK,66223
818,DAVISPA,2019-11-25,OVERLAND PARK,66213
819,DAVIST,2007-06-15,KANSAS CITY,66109
820,DAVIT,2005-03-01,OLATHE,66062
821,DAVJ,1999-08-24,LEAWOOD,66224
822,DAVL,2007-05-29,OVERLAND PARK,66223
823,DAVM,2004-12-06,OVERLAND PARK,66062
824,DAVS,2006-02-10,SHAWNEE,66218
825,DAVW,2011-08-23,LENEXA,66220
826,DAY,2006-06-01,SHAWNEE,66226
827,DBI,2003-01-08,LEE'S SUMMIT,64064
828,DC,2005-05-05,OLATHE,66063
829,DCDO,2019-11-08,OVERLAND PARK,66212
830,DCDOP,2021-01-08,OVERLAND PARK,66212
831,DEAD,2000-06-02,LENEXA,66208
832,DEAN,2010-05-25,KANSAS CITY,661003
833,DEAND,2005-10-25,LENEXA,66215
834,DEAR,2007-11-27,LENEXA,66220
835,DEARB,2017-03-01,MISSION,66202
836,DECA,2012-09-18,SHAWNEE,66216
837,DECH,2013-08-19,OLATHE,66061
838,DEFI,2008-06-05,LENEXA,66220
839,DEGNA,2020-09-21,OVERLAND PARK,66213
840,DEGW,2005-07-26,OVERLAND PARK,66224
841,DEHA,2006-05-01,KANSAS CITY,64145
842,DEHJ,2005-06-14,OVERLAND PARK,66221
843,DEHN,2007-08-23,OVERLAND PARK,66213
844,DEIST,2005-04-29,OVERLAND PARK,66215
845,DEJO,2010-06-11,FAIRWAY,66205
846,DEJON,2013-07-16,OVERLAND PARK,66212
847,DEJU,2005-11-19,OVERLAND PARK,66213
848,DELA,2019-06-27,OVERLAND PARK,66224
849,DELL,2010-04-23,OVERLAND PARK,66221
850,DELLE,2010-10-04,LEE'S SUMMIT,64082
851,DELM,2005-08-02,OLATHE,66062
852,DEMA,2010-08-12,OLATHE,66061
853,DEMB,2010-10-12,OLATHE,66062
854,DEMER,2020-07-22,OVERLAND PARK,66210
855,DEMID,2004-07-27,OVERLAND PARK,66221
856,DEMJ,2003-08-22,OVERLAND PARK,66223
857,DEMO,2010-04-26,OLATHE,66061
858,DENE,2009-06-30,OLATHE,66062
859,DENN,2006-11-01,OVERLAND PARK,66221
860,DENSC,2003-07-30,OVERLAND PARK,66213
861,DENT,2007-06-15,OLATHE,66061
862,DENTA,2015-06-03,OVERLAND PARK,66212
863,DENTM,2004-06-01,OVERLAND PARK,66214
864,DENTP,2007-08-01,OVERLAND PARK,66213
865,DENY,2005-04-05,,
866,DENZ,2012-09-18,OVERLAND PARK,66221
867,DEPJ,2001-02-26,OVERLAND PARK,66213
868,DEPP,2017-03-15,STILWELL,66085
869,DERC,2017-04-07,LEAWOOD,66209
870,DERF,2017-04-05,OLATHE,66062
871,DESB,2004-09-20,OVERLAND PARK,66221
872,DESET,2003-04-18,LEAWOOD,66209
873,DESIGN,2008-06-10,LENEXA,66214
874,DESL,2016-01-28,PECULIAR,64078
875,DESOM,2004-08-02,OVERLAND PARK,66213
876,DEUSL,2004-10-08,OLATHE,66062
877,DEVA,2004-03-29,OVERLAND PARK,66221
878,DEVED,2004-08-11,SHAWNEE,66218
879,DEVER,2017-05-11,SHAWNEE,66218
880,DEVI,2011-09-08,SHAWNEE,66226
881,DEVL,2019-11-25,OVERLAND PARK,66221
882,DEWC,2007-12-14,SHAWNEE MISSION,66203
883,DEWE,2017-04-13,OVERLAND PARK,66223
884,DEWSL,2003-03-25,LEAWOOD,66206
885,DFS,2022-01-19,KANSAS CITY,64108
886,DIAMD,2002-06-06,LEE'S SUMMIT,64064
887,DICM,2004-09-02,OVERLAND PARK,66224
888,DICS,2017-09-14,SHAWNEE,66218
889,DIED,1998-01-10,LEAWOOD,66224
890,DIETJ,2005-01-24,OVERLAND PARK,66221
891,DIGIJ,2017-03-16,ROELAND PARK,66205
892,DIGIS,2003-11-25,OVERLAND PARK,66085
893,DIKE,2016-11-08,PRAIRIE VILLAGE,66208
894,DILDD,2021-05-26,Overland Park,66210
895,DILL,2011-03-24,KANSAS CITY,64116
896,DILLE,2012-01-03,OLATHE,66062
897,DILT,2006-05-16,LENEXA,66220
898,DIMI,2011-04-08,LEAWOOD,66224
899,DIMMD,2003-04-16,OVERLAND PARK,66214
900,DINGK,2003-10-07,OVERLAND PARK,66221
901,DINS,2006-04-27,SHAWNEE,66226
902,DISB,2012-08-16,OVERLAND PARK,66221
903,DIVIL,2003-08-15,OVERLAND PARK,66213
904,DIVIS,2005-12-09,NEWPORT,41071
905,DIVISS,2006-07-26,NEWPORT,41071
906,DIXO,2016-11-09,OVERLAND PARK,66213
907,DJHOMES,2002-01-21,LENEXA,66219
908,DL&CL,2014-12-31,KANSAS CITY,64111
909,DOBB,2010-11-08,OVERLAND PARK,66224
910,DOBE,2017-04-12,LENEXA,66220
911,DOBJ,2000-05-19,OVERLAND PARK,66221
912,DOCK,2000-03-09,OVERLAND PARK,66210
913,DODD,2012-03-19,KANSAS CITY,66109
914,DODG,2011-09-30,SHAWNEE,66216
915,DODGE,2014-03-21,LEAWOOD,66206
916,DODS,2015-09-18,LEAWOOD,66206
917,DOER,2011-08-29,OLATHE,66061
918,DOH,2011-10-17,OVERLAND PARK,66221
919,DOLD,2015-11-30,OVERLAND PARK,66213
920,DOLI,2010-07-30,PRAIRIE VILLAGE,66208
921,DOND,2000-01-17,LEAWOOD,66224
922,DONJ,1999-08-24,KANSAS CITY,64114
923,DONNA,2004-06-07,MISSION,66202
924,DONT,2003-06-09,OVERLAND PARK,66221
925,DOOJ,1998-01-10,LEAWOOD,66206
926,DORS,2013-05-16,KANSAS CITY,66109
927,DORSJ,2020-01-06,LEE'S SUMMIT,64064
928,DOUGB,2003-09-17,OVERLAND PARK,66207
929,DOUGL,2012-10-17,HOLLAND,43528
930,DOWE,2014-04-28,OLATHE,66061
931,DOWJ,2014-04-10,LEAWOOD,66209
932,DOWNJ,2004-04-27,OVERLAND PARK,66213
933,DOYLP,2004-01-15,KANSAS CITY,64119
934,DRAKM,2003-10-17,OLATHE,66061
935,DRAKS,2006-06-27,TONGANOXIE,66086
936,DRAP,2009-08-20,LEAWOOD,66211
937,DREI,2015-06-08,LAWRENCE,66044
938,DREL,2007-06-04,LENEXA,66220
939,DRER,1999-07-23,OVERLAND PARK,66210
940,DRIE,2005-05-06,LENEXA,66219
941,DRINR,2001-10-15,LEAWOOD,66224
942,DRIS,2019-11-01,OVERLAND PARK,66221
943,DROGW,2005-05-04,OVERLAND PARK,66223
944,DRYE,2006-12-12,KANSAS CITY,64111
945,DRYJ,2003-08-29,OVERLAND PARK,66221
946,DUBAB,2003-05-09,LEAWOOD,66224
947,DUCH,2008-03-21,OVERLAND PARK,66221
948,DUFFB,2007-08-16,OVERLAND PARK,66221
949,DUFFP,2003-07-01,OVERLAND PARK,66212
950,DUGA,2009-11-09,OVERLAND PARK,66204
951,DUGG,2013-06-25,OVERLAND PARK,66213
952,DULE,2014-04-15,OVERLAND PARK,66221
953,DUMMC,2003-05-02,OLATHE,66061
954,DUNC,2005-04-18,OLATHE,66062
955,DUNCB,2010-04-26,SHAWNEE,66226
956,DUND,2007-10-31,OLATHE,66061
957,DUNJ,1998-01-10,OVERLAND PARK,66210
958,DUNK,2014-11-12,KANSAS CITY,66109
959,DUNLS,2003-03-17,OVERLAND PARK,66221
960,DUNN,2009-08-27,OVERLAND PARK,66221
961,DUNS,2012-07-09,OVERLAND PARK,66213
962,DUPR,2011-09-28,KANSAS CITY,64114
963,DUPU,2011-11-03,SHAWNEE,66216
964,DURA,2018-04-26,MISSION,66202
965,DURD,1998-01-05,OVERLAND PARK,66224
966,DURG,2006-07-21,OLATHE,66061
967,DURK,2010-07-08,OVERLAND PARK,66221
968,DUSL,2003-01-13,BELTON,64012
969,DWYT,2004-06-09,SHAWNEE,66226
970,DYCH,2005-04-14,SHAWNEE,66218
971,DYST,2006-12-15,OLATHE,66062
972,EAGB,2006-04-26,LENEXA,66219
973,EAGE,2007-07-10,OVERLAND PARK,66221
974,EAK,2007-11-06,SHAWNEE,66226
975,EAKIM,2020-09-28,Lenexa,66220
976,EARN,2011-05-03,OVERLAND PARK,66221
977,EARTH,2006-06-15,OVERLAND PARK,66085
978,EAT,2007-05-07,OVERLAND PARK,66210
979,EBBE,2011-05-02,LEES SUMMIT,64064
980,EBER,2007-09-11,SHAWNEE,66226
981,EBNK,2005-08-04,KANSAS CITY,64112
982,ECKG,2009-08-18,OLATHE,66061
983,ECKL,2004-04-15,OVERLAND PARK,66223
984,EDEB,2000-03-08,OVERLAND PARK,66221
985,EDEN,2004-05-20,KANSAS CITY,64112
986,EDMJ,1999-09-21,OVERLAND PARK,66212
987,EDWAC,2008-07-09,BLUE SPRINGS,64015
988,EDWAH,2003-05-21,SHAWNEE,66216
989,EDWAV,2007-03-01,LENEXA,66220
990,EDWD,2012-06-14,LEAWOOD,66211
991,EDWG,2008-11-14,OVERLAND PARK,66062
992,EGGA,2010-08-09,LEAWOOD,66224
993,EGIDK,2021-09-14,Olathe,66061
994,EHLR,2005-01-26,LEAWOOD,66209
995,EISE,2007-11-20,LENEXA,66219
996,ELDC,2005-01-24,OVERLAND PARK,66221
997,ELDE,2006-11-14,OVERLAND PARK,66221
998,ELEY,2004-07-26,PRAIRIE VILLAGE,66208
999,ELEYS,2012-08-24,LEE'S SUMMIT,64081
1000,ELIJ,2005-06-24,KANSAS CITY,66109
1001,ELITE,2021-12-30,OVERLAND PARK,66212
1002,ELLIJ,2004-08-06,OVERLAND PARK,66209
1003,ELLINK,2004-08-18,OVERLAND PARK,66221
1004,ELLIP,2004-10-28,LEAWOOD,66206
1005,ELLIS,2005-05-18,OVERLAND PARK,66085
1006,ELLJ,2016-02-18,MERRIAM,66203
1007,ELLS,2005-12-01,OVERLAND PARK,66223
1008,ELMD,2000-05-19,LENEXA,66220
1009,ELPN,1999-06-05,OVERLAND PARK,66213
1010,ELSM,2001-05-30,BELTON,64012
1011,EMBAPT,2004-08-12,LENEXA,66215
1012,EMBAS,2005-12-12,KANSAS CITY,64105
1013,EMERB,2003-04-15,OVERLAND PARK,66221
1014,EMERY,2009-06-01,WEATHERBY LAKE,64152
1015,EMMA,2005-04-13,SHAWNEE,66216
1016,EMP,2011-01-28,,
1017,ENGB,2001-05-21,OVERLAND PARK,66210
1018,ENGD,2004-07-14,OLATHE,66062
1019,ENGE,2016-11-08,PRAIRIE VILLAGE,66207
1020,ENGJ,1999-05-27,OVERLAND PARK,66206
1021,ENGLE,2010-12-07,KANSAS CITY,64118
1022,ENGLJ,2006-03-13,OVERLAND PARK,66221
1023,ENGR,2003-09-26,SHAWNEE,66216
1024,ENVI,2006-11-02,LEAWOOD,66209
1025,EPA,2006-07-10,KANSAS CITY,64112
1026,EPPS,2005-05-31,KANSAS CITY,64113
1027,ERGA,2013-08-22,PRAIRIE VILLAGE,66202
1028,ERICK,2004-04-28,OLATHE,66061
1029,ERICKK,2010-01-25,OLATHE,66062-5869
1030,ERIP,2017-03-14,LEE'S SUMMIT,64063
1031,ERKM,2008-11-10,OVERLAND PARK,66224
1032,ERMGS,2005-01-24,OVERLAND PARK,66221
1033,ERRE,2006-06-26,SHAWNEE,66216
1034,ERVC,2002-04-16,OLATHE,66062
1035,ESCH,2018-10-01,NORTH KANSAS CITY,64116
1036,ESHE,2008-10-30,OLATHE,66061
1037,ESSE,2007-11-16,SHAWNEE,66226
1038,ESTE,2013-06-14,OVERLAND PARK,66212
1039,ESTEJ,2019-07-22,OVERLAND PARK,66223
1040,ESTES,2013-07-29,LEAWOOD,66211
1041,ESTJ,2019-07-26,MERRIAM,66203
1042,ETHE,2012-08-13,LEE'S SUMMIT,64081
1043,EUSD,2001-08-24,LEAWOOD,66209
1044,EUST,2005-05-31,SHAWNEE,66226
1045,EVANH,2021-09-08,OVERLAND PARK,66207
1046,EVANJ,2003-03-31,OVERLAND PARK,66210
1047,EVANK,2018-10-15,LENEXA,66215
1048,EVANM,2016-11-08,MISSION HILLS,66208
1049,EVANP,2010-04-27,OVERLAND PARK,66213
1050,EVANS,2004-08-05,PRAIRIE VILLAGE,66207
1051,EWAL,2010-07-26,OVERLAND PARK,66221
1052,EWER,2015-07-02,OLATHE,66062
1053,EWIN,2014-02-27,PRAIRIE VILLAGE,66208
1054,EXCEL,2006-05-22,LENEXA,66215
1055,EYST,2014-03-20,KANSAS CITY,64151
1056,FABW,2003-03-03,LEAWOOD,66224
1057,FACM,2005-03-10,OLATHE,66062
1058,FAGE,2015-08-24,OVERLAND PARK,66221
1059,FAHL,2010-04-12,LEAWOOD,66206
1060,FAHR,2005-05-05,OVERLAND PARK,66213
1061,FAIRM,2005-08-03,OLATHE,66061
1062,FAIRP,2003-06-09,OLATHE,66061
1063,FALCON,2014-02-13,SHAWNEE MISSION,66222
1064,FALCP,2004-05-24,LIBERTY,64068
1065,FANS,1999-10-25,LEE'S SUMMIT,66064
1066,FARK,2008-11-20,OVERLAND PARK,66213
1067,FARLC,2009-03-06,MISSION HILLS,66208
1068,FARLT,2003-06-02,OVERLAND PARK,66210
1069,FARM,2000-09-15,SHAWNEE,66226-2632
1070,FARNK,2004-01-28,KANSAS CITY,66104
1071,FAUGC,2005-04-12,LENEXA,66219
1072,FAUW,2001-06-18,KANSAS CITY,64145-1552
1073,FEAT,2010-04-15,SHAWNEE,66227
1074,FEDER,2003-06-23,LEAWOOD,66209
1075,FEEB,2000-11-06,OLATHE,66061
1076,FEEJ,2005-04-12,OLATHE,66062
1077,FEHR,2020-05-12,LEAWOOD,66209
1078,FEIL,2019-04-24,OVERLAND PARK,66213
1079,FERG,2005-07-25,OVERLAND PARK,66221
1080,FERNB,2005-04-02,OVERLAND PARK,66210
1081,FERRD,2009-06-09,SHAWNEE,66217
1082,FERRJ,2003-07-15,OVERLAND PARK,66213
1083,FERRL,2003-08-05,OKLAHOMA CITY,73170
1084,FERS,2001-05-03,LENEXA,66220
